Ad ID,URL
CR171382664127840256,https://tpc.googlesyndication.com/simgad/2744275381347190358
CR172385831049232384,https://tpc.googlesyndication.com/simgad/10310795494844073946
CR176854246304514048,https://tpc.googlesyndication.com/simgad/13192106485446283650
CR178015330583445504,https://tpc.googlesyndication.com/simgad/8662063206524483975
CR180865264722640896,https://tpc.googlesyndication.com/simgad/3605728719349916052
CR184770730024501248,https://tpc.googlesyndication.com/simgad/8662063206524483975
CR185878625428439040,https://tpc.googlesyndication.com/simgad/11539704162457201494
CR187314244016930816,https://tpc.googlesyndication.com/simgad/3649639102264479162
CR190576151419158528,https://tpc.googlesyndication.com/simgad/18069897173027125297
CR192968688721199104,https://tpc.googlesyndication.com/simgad/2750649808515344881
CR19826393672056832,https://tpc.googlesyndication.com/simgad/16597905888678038745
CR1996438238134272,https://tpc.googlesyndication.com/simgad/3001454908290042114
CR207147578356137984,https://tpc.googlesyndication.com/simgad/11232819913628272803
CR207288728161353728,https://tpc.googlesyndication.com/simgad/16597905888678038745
CR211349568200114176,https://tpc.googlesyndication.com/simgad/9404675375321856428
CR211836033375928320,https://tpc.googlesyndication.com/simgad/3001454908290042114
CR215152023006347264,https://tpc.googlesyndication.com/simgad/6578187989842528870
CR217192716587499520,https://tpc.googlesyndication.com/simgad/7842257709328518764
CR219523818677338112,https://tpc.googlesyndication.com/simgad/7842257709328518764
CR220897795895197696,https://tpc.googlesyndication.com/simgad/4818471577937552555
CR224074697304702976,https://tpc.googlesyndication.com/simgad/9404675375321856428
CR235999175785840640,https://tpc.googlesyndication.com/simgad/9947520023848158639
CR236383248941318144,https://tpc.googlesyndication.com/simgad/14619817458541711816
CR236550374708740096,https://tpc.googlesyndication.com/simgad/4684409672864920686
CR236562125739261952,https://tpc.googlesyndication.com/simgad/1910327893874190268
CR241663859692142592,https://tpc.googlesyndication.com/simgad/6782221595049527836
CR242947676956524544,https://tpc.googlesyndication.com/simgad/3001454908290042114
CR247856309179777024,https://tpc.googlesyndication.com/simgad/12996432599747188189
CR248384074761109504,https://tpc.googlesyndication.com/simgad/4222722556570161139
CR252324724435058688,https://tpc.googlesyndication.com/simgad/11508987281937096004
CR253450624341901312,https://tpc.googlesyndication.com/simgad/6670860728452482548
CR25616971659739136,https://tpc.googlesyndication.com/simgad/14949406104669518519
CR258130145829715968,https://tpc.googlesyndication.com/simgad/12052540145765347517
CR26376528036102144,https://tpc.googlesyndication.com/simgad/14619817458541711816
CR267693010773344256,https://tpc.googlesyndication.com/simgad/4818471577937552555
CR27144743066533888,https://tpc.googlesyndication.com/simgad/6162982648025712405
CR271465022851383296,https://tpc.googlesyndication.com/simgad/16597905888678038745
CR279346322199281664,https://tpc.googlesyndication.com/simgad/4222722556570161139
CR288573148901670912,https://tpc.googlesyndication.com/simgad/12661966287062561155
CR289467670330343424,https://tpc.googlesyndication.com/simgad/3649639102264479162
CR293008097771782144,https://tpc.googlesyndication.com/simgad/4684409672864920686
CR298486620615606272,https://tpc.googlesyndication.com/simgad/18446508697665819203
CR299304382388764672,https://tpc.googlesyndication.com/simgad/14178206475609672280
CR299612520522448896,https://tpc.googlesyndication.com/simgad/11512206230371436503
CR304731434344513536,https://tpc.googlesyndication.com/simgad/2744275381347190358
CR304840148556709888,https://tpc.googlesyndication.com/simgad/11539704162457201494
CR306813565770137600,https://tpc.googlesyndication.com/simgad/6543593194735238902
CR30715544516689920,https://tpc.googlesyndication.com/simgad/3001454908290042114
CR310528197085102080,https://tpc.googlesyndication.com/simgad/7842257709328518764
CR310642408855437312,https://tpc.googlesyndication.com/simgad/12661966287062561155
CR310871519590875136,https://tpc.googlesyndication.com/simgad/1910327893874190268
CR311610391404740608,https://tpc.googlesyndication.com/simgad/3846442997193658216
CR313827006846337024,https://tpc.googlesyndication.com/simgad/7387393618914809452
CR313879371087609856,https://tpc.googlesyndication.com/simgad/1493384836459897533
CR31648342693904384,https://tpc.googlesyndication.com/simgad/15792091731317733706
CR317626919031930880,https://tpc.googlesyndication.com/simgad/15792091731317733706
CR31965002042703872,https://tpc.googlesyndication.com/simgad/15073812654467191267
CR325508218379829248,https://tpc.googlesyndication.com/simgad/16486822730691002386
CR326232246786719744,https://tpc.googlesyndication.com/simgad/2744275381347190358
CR328167662129512448,https://tpc.googlesyndication.com/simgad/9404675375321856428
CR328498890007379968,https://tpc.googlesyndication.com/simgad/13192106485446283650
CR32935321054216192,https://tpc.googlesyndication.com/simgad/11539704162457201494
CR333395358883250176,https://tpc.googlesyndication.com/simgad/4348649334164309911
CR334515417634570240,https://tpc.googlesyndication.com/simgad/13445135482128790107
CR336749212945350656,https://tpc.googlesyndication.com/simgad/6578187989842528870
CR33900142507589632,https://tpc.googlesyndication.com/simgad/6670860728452482548
CR340144917168783360,https://tpc.googlesyndication.com/simgad/7949050572208210497
CR341033047686119424,https://tpc.googlesyndication.com/simgad/14178206475609672280
CR341244153918652416,https://tpc.googlesyndication.com/simgad/5155410738474945542
CR342361532610379776,https://tpc.googlesyndication.com/simgad/10220453803199458062
CR343786087363117056,https://tpc.googlesyndication.com/simgad/6578187989842528870
CR346900316609839104,https://tpc.googlesyndication.com/simgad/3316677486529017976
CR347929184615530496,https://tpc.googlesyndication.com/simgad/12661966287062561155
CR35641356609126400,https://tpc.googlesyndication.com/simgad/11539704162457201494
CR358159315678265344,https://tpc.googlesyndication.com/simgad/11512206230371436503
CR3585851015561216,https://tpc.googlesyndication.com/simgad/3007721341566301684
CR360938881073283072,https://tpc.googlesyndication.com/simgad/18069897173027125297
CR362662915305635840,https://tpc.googlesyndication.com/simgad/9104170563592006203
CR367166514933006336,https://tpc.googlesyndication.com/simgad/7387393618914809452
CR369954601543139328,https://tpc.googlesyndication.com/simgad/11232819913628272803
CR370544214653534208,https://tpc.googlesyndication.com/simgad/7949050572208210497
CR37266091197595648,https://tpc.googlesyndication.com/simgad/797045993980541253
CR37277842228117504,https://tpc.googlesyndication.com/simgad/9390722645678212656
CR372800275074777088,https://tpc.googlesyndication.com/simgad/15349692463823494278
CR372922183426506752,https://tpc.googlesyndication.com/simgad/8645492417064595017
CR373121195031134208,https://tpc.googlesyndication.com/simgad/12661966287062561155
CR374697757266411520,https://tpc.googlesyndication.com/simgad/6578187989842528870
CR376173714187747328,https://tpc.googlesyndication.com/simgad/312559466169341521
CR377914928289284096,https://tpc.googlesyndication.com/simgad/7842257709328518764
CR379551413908275200,https://tpc.googlesyndication.com/simgad/10310795494844073946
CR380114363861696512,https://tpc.googlesyndication.com/simgad/11935223475067515043
CR380876669017128960,https://tpc.googlesyndication.com/simgad/3007721341566301684
CR38403742134960128,https://tpc.googlesyndication.com/simgad/3316677486529017976
CR385919785256353792,https://tpc.googlesyndication.com/simgad/12545839973479882068
CR38658553954697216,https://tpc.googlesyndication.com/simgad/5155410738474945542
CR387508923155873792,https://tpc.googlesyndication.com/simgad/6543593194735238902
CR389649328697769984,https://tpc.googlesyndication.com/simgad/2750649808515344881
CR391936312883544064,https://tpc.googlesyndication.com/simgad/9947520023848158639
CR395349196976160768,https://tpc.googlesyndication.com/simgad/12545839973479882068
CR402051407542222848,https://tpc.googlesyndication.com/simgad/17087549750408582396
CR40655541948645376,https://tpc.googlesyndication.com/simgad/6334696020412588358
CR407698911579340800,https://tpc.googlesyndication.com/simgad/6670860728452482548
CR410513661346447360,https://tpc.googlesyndication.com/simgad/7949050572208210497
CR412395612936339456,https://tpc.googlesyndication.com/simgad/6952914764927546128
CR415580210927239168,https://tpc.googlesyndication.com/simgad/9390722645678212656
CR417993089194393600,https://tpc.googlesyndication.com/simgad/2744275381347190358
CR418957910647767040,https://tpc.googlesyndication.com/simgad/9628976257367719069
CR421191705958547456,https://tpc.googlesyndication.com/simgad/14178206475609672280
CR421209710461452288,https://tpc.googlesyndication.com/simgad/16345660128454884854
CR422810187074633728,https://tpc.googlesyndication.com/simgad/5155410738474945542
CR423542118221348864,https://tpc.googlesyndication.com/simgad/9071896084258505931
CR42907341762330624,https://tpc.googlesyndication.com/simgad/6763138388463755802
CR432081681436901376,https://tpc.googlesyndication.com/simgad/6782221595049527836
CR434137012266598400,https://tpc.googlesyndication.com/simgad/3348106172677853758
CR434720509343563776,https://tpc.googlesyndication.com/simgad/6763138388463755802
CR436570437657296896,https://tpc.googlesyndication.com/simgad/14949406104669518519
CR4447868131737600,https://tpc.googlesyndication.com/simgad/3007721341566301684
CR446313347629973504,https://tpc.googlesyndication.com/simgad/12661966287062561155
CR456474690496495616,https://tpc.googlesyndication.com/simgad/8645492417064595017
CR457220502977511424,https://tpc.googlesyndication.com/simgad/11232819913628272803
CR463131477488435200,https://tpc.googlesyndication.com/simgad/3001454908290042114
CR466013297464836096,https://tpc.googlesyndication.com/simgad/14284653040057371554
CR470749306362527744,https://tpc.googlesyndication.com/simgad/13128144611873581716
CR471725397810085888,https://tpc.googlesyndication.com/simgad/6578187989842528870
CR472349782975709184,https://tpc.googlesyndication.com/simgad/3001454908290042114
CR478630605710426112,https://tpc.googlesyndication.com/simgad/11508987281937096004
CR482440757098053632,https://tpc.googlesyndication.com/simgad/6543593194735238902
CR485793649087479808,https://tpc.googlesyndication.com/simgad/15349692463823494278
CR486511905058324480,https://tpc.googlesyndication.com/simgad/11935223475067515043
CR493882618694074368,https://tpc.googlesyndication.com/simgad/14949406104669518519
CR500628397408387072,https://tpc.googlesyndication.com/simgad/16612918488565840667
CR502435582207590400,https://tpc.googlesyndication.com/simgad/17087549750408582396
CR505652203474649088,https://tpc.googlesyndication.com/simgad/6334696020412588358
CR509029903195176960,https://tpc.googlesyndication.com/simgad/6763138388463755802
CR509735514782302208,https://tpc.googlesyndication.com/simgad/8645492417064595017
CR513533502822547456,https://tpc.googlesyndication.com/simgad/16486822730691002386
CR519013193897476096,https://tpc.googlesyndication.com/simgad/14178206475609672280
CR520270897760698368,https://tpc.googlesyndication.com/simgad/14949406104669518519
CR531201898766663680,https://tpc.googlesyndication.com/simgad/3649639102264479162
CR532638616866783232,https://tpc.googlesyndication.com/simgad/15073812654467191267
CR532708985610960896,https://tpc.googlesyndication.com/simgad/3605728719349916052
CR535086679506026496,https://tpc.googlesyndication.com/simgad/17087549750408582396
CR54166340830756864,https://tpc.googlesyndication.com/simgad/16345660128454884854
CR547310500027826176,https://tpc.googlesyndication.com/simgad/16486822730691002386
CR549984512306577408,https://tpc.googlesyndication.com/simgad/13128144611873581716
CR550849278201823232,https://tpc.googlesyndication.com/simgad/6952914764927546128
CR553115921422483456,https://tpc.googlesyndication.com/simgad/12052540145765347517
CR553678871375904768,https://tpc.googlesyndication.com/simgad/3882492785625506552
CR554047894965977088,https://tpc.googlesyndication.com/simgad/17087549750408582396
CR554101083840970752,https://tpc.googlesyndication.com/simgad/12052540145765347517
CR55855190691020800,https://tpc.googlesyndication.com/simgad/13128144611873581716
CR559632039645544448,https://tpc.googlesyndication.com/simgad/4818471577937552555
CR564547887413854208,https://tpc.googlesyndication.com/simgad/797045993980541253
CR565324898537308160,https://tpc.googlesyndication.com/simgad/312559466169341521
CR567822988955615232,https://tpc.googlesyndication.com/simgad/3882492785625506552
CR568121643801509888,https://tpc.googlesyndication.com/simgad/6952914764927546128
CR568737782629924864,https://tpc.googlesyndication.com/simgad/2750649808515344881
CR572977087149768704,https://tpc.googlesyndication.com/simgad/11232819913628272803
CR574166415133638656,https://tpc.googlesyndication.com/simgad/3348106172677853758
CR574332097792049152,https://tpc.googlesyndication.com/simgad/18446508697665819203
CR57508856179195904,https://tpc.googlesyndication.com/simgad/6782221595049527836
CR5998935441145856,https://tpc.googlesyndication.com/simgad/7036613641396280593
CR624247726669824,https://tpc.googlesyndication.com/simgad/11232819913628272803
CR64460518445809664,https://tpc.googlesyndication.com/simgad/11539704162457201494
CR6712862084956160,https://tpc.googlesyndication.com/simgad/9071896084258505931
CR73306639247081472,https://tpc.googlesyndication.com/simgad/16345660128454884854
CR74631894355935232,https://tpc.googlesyndication.com/simgad/16612918488565840667
CR74696009627729920,https://tpc.googlesyndication.com/simgad/4418927972987791198
CR7602573150257152,https://tpc.googlesyndication.com/simgad/14949406104669518519
CR8338283868192768,https://tpc.googlesyndication.com/simgad/5155410738474945542
CR847173709201408,https://tpc.googlesyndication.com/simgad/6952914764927546128
CR88667366442926080,https://tpc.googlesyndication.com/simgad/17087549750408582396
CR90195137849720832,https://tpc.googlesyndication.com/simgad/9104170563592006203
CR92446937663406080,https://tpc.googlesyndication.com/simgad/15273014105879769106
CR93765939299876864,https://tpc.googlesyndication.com/simgad/14178206475609672280
CR97664463934586880,https://tpc.googlesyndication.com/simgad/9071896084258505931
CR100987531671109632,https://s0.2mdn.net/9657275/InfrastructureBanners_Water_970x250.png
CR101123871112953856,https://s0.2mdn.net/9657275/EconomyBanners_970x250_UnionFairness.png
CR101164553043181568,https://s0.2mdn.net/9657275/EconomyBanners_970x250_MinWage.png
CR108266298646986752,https://s0.2mdn.net/9657275/LongTermCare_Poverty_300x250.png
CR108965038286438400,https://s0.2mdn.net/9657275/EconomyBanners_970x250_Housing.png
CR111045864042004480,https://s0.2mdn.net/9657275/LongTermCare_MedicareChoice_970x250.png
CR111507658925670400,https://s0.2mdn.net/9657275/Learn_970x250.png
CR111714367111692288,https://s0.2mdn.net/9657275/EconomyBanners_970x250_UnionMembership.png
CR111926297977946112,https://s0.2mdn.net/9657275/DouglassPlan_970x250.png
CR114669854367154176,https://s0.2mdn.net/9657275/EconomyBanners_970x250_College.png
CR115308670622892032,https://s0.2mdn.net/9657275/EconomyBanners_970x250_Housing.png
CR115553861715886080,https://s0.2mdn.net/9657275/Learn_970x250.png
CR116084925832101888,https://s0.2mdn.net/9657275/LongTermCare_Poverty_970x250.png
CR118826008320147456,https://s0.2mdn.net/9657275/NH_970x250.png
CR120687206628065280,https://s0.2mdn.net/9657275/Empowerment_Latinos_728x90.png
CR121214147575676928,https://s0.2mdn.net/9657275/EconomyBanners_970x250_Housing.png
CR121746311203520512,https://s0.2mdn.net/9657275/Learn_970x250_3.png
CR122449448889483264,https://s0.2mdn.net/9657275/970x250_Women_Business.png
CR123588542935859200,https://s0.2mdn.net/9657275/970x250_Women_Business.png
CR123857373528850432,https://s0.2mdn.net/9657275/Learn_970x250_2.png
CR125147100668231680,https://s0.2mdn.net/9657275/LongTermCare_ProtectSocialSecurity_970x250.png
CR127393128045871104,https://s0.2mdn.net/9657275/Latinos_Workers_SPA_970x250.png
CR128454431644581888,https://s0.2mdn.net/9657275/LongTermCare_Wage_970x250.png
CR128567681342242816,https://s0.2mdn.net/9657275/LongTermCare_401k_300x250.png
CR130398093324582912,https://s0.2mdn.net/9657275/Minimum_Wage_Latinos_300x250.png
CR132606187551064064,https://s0.2mdn.net/9657275/LongTermCare_Poverty_970x250.png
CR134848916393820160,https://s0.2mdn.net/9657275/Empowerment_Latinos_728x90.png
CR135420937318170624,https://s0.2mdn.net/9657275/LongTermCare_MedicareChoice_970x250.png
CR135922039742529536,https://s0.2mdn.net/9657275/Guns_970x250.png
CR138212597341093888,https://s0.2mdn.net/9657275/NH_970x250.png
CR139263730457247744,https://s0.2mdn.net/9657275/LongTermCare_Wage_970x250.png
CR140037786643202048,https://s0.2mdn.net/9657275/EconomyBanners_970x250_ChildCare.png
CR141238453340733440,https://s0.2mdn.net/9657275/Learn_970x250_2.png
CR141449559573266432,https://s0.2mdn.net/9657275/Learn_970x250_3.png
CR143667274526490624,https://s0.2mdn.net/9657275/EconomyBanners_970x250_UnionFairness.png
CR147392145043488768,https://s0.2mdn.net/9657275/Guns_970x250.png
CR148517220316610560,https://s0.2mdn.net/9657275/LongTermCare_HistoricProgram_970x250.png
CR149490837863006208,https://s0.2mdn.net/9657275/970x250_m4awwi_trust.png
CR150289083304771584,https://s0.2mdn.net/9657275/EconomyBanners_970x250_MinWage.png
CR151296785711628288,https://s0.2mdn.net/9657275/EconomyBanners_970x250_College.png
CR151790191554592768,https://s0.2mdn.net/9657275/Minimum_Wage_Latinos_728x90.png
CR152450173409165312,https://s0.2mdn.net/9657275/LongTermCare_401k_970x250.png
CR153237423734652928,https://s0.2mdn.net/9657275/EconomyBanners_970x250_ChildCare.png
CR153395753409052672,https://s0.2mdn.net/9657275/EconomyBanners_970x250_MinWage.png
CR154709669804244992,https://s0.2mdn.net/9657275/LongTermCare_MedicareChoice_970x250.png
CR154956785042587648,https://s0.2mdn.net/9657275/Empowerment_Latinos_160x600.png
CR156041728141295616,https://s0.2mdn.net/9657275/EconomyBanners_970x250_ChildCare.png
CR159952141245480960,https://s0.2mdn.net/9657275/EconomyBanners_300x250_College.png
CR161575020408078336,https://s0.2mdn.net/9657275/InfrastructureBanners_Jobs_970x250.png
CR163118734733475840,https://s0.2mdn.net/9657275/LongTermCare_Wage_300x250.png
CR164034353041506304,https://s0.2mdn.net/9657275/Empowerment_Latinos_970x250.png
CR165881532576169984,https://s0.2mdn.net/9657275/DouglassPlan_970x250.png
CR16682202733477888,https://s0.2mdn.net/9657275/Empowerment_Latinos_300x250.png
CR168778470837452800,https://s0.2mdn.net/9657275/EconomyBanners_970x250_UnionFairness.png
CR16922720902053888,https://s0.2mdn.net/9657275/EconomyBanners_970x250_MinWage.png
CR170649014994206720,https://s0.2mdn.net/9657275/Minimum_Wage_Latinos_970x250.png
CR170652588406996992,https://s0.2mdn.net/9657275/Learn_970x250_3.png
CR170964849709285376,https://s0.2mdn.net/9657275/LongTermCare_SeniorBenefits_970x250.png
CR172508014278868992,https://s0.2mdn.net/9657275/EconomyBanners_970x250_Housing.png
CR173181465150881792,https://s0.2mdn.net/9657275/EconomyBanners_970x250_UnionFairness.png
CR175996214917988352,https://s0.2mdn.net/9657275/EconomyBanners_970x250_College.png
CR176019854417985536,https://s0.2mdn.net/9657275/10102019-100244925-970x250_Paid-Ad.png
CR176085000481931264,https://s0.2mdn.net/9657275/Minimum_Wage_Latinos_728x90.png
CR176305177685393408,https://s0.2mdn.net/9657275/LongTermCare_MedicareChoice_970x250.png
CR177369230063173632,https://s0.2mdn.net/9657275/Empowerment_Latinos_300x250.png
CR178404145382817792,https://s0.2mdn.net/9657275/LongTermCare_MedicareChoice_970x250.png
CR179576224778027008,https://s0.2mdn.net/9657275/InfrastructureBanners_Water_970x250.png
CR181016035254599680,https://s0.2mdn.net/9657275/970x250_Paid-Ad.png
CR184177406062362624,https://s0.2mdn.net/9657275/Minimum_Wage_Latinos_970x250.png
CR184300551364673536,https://s0.2mdn.net/9657275/Empowerment_Latinos_970x250.png
CR185144976294805504,https://s0.2mdn.net/9657275/DouglassPlan_970x250.png
CR186375604684193792,https://s0.2mdn.net/9657275/EconomyBanners_970x250_UnionFairness.png
CR186942952684126208,https://s0.2mdn.net/9657275/InfrastructureBanners_Jobs_300x250.png
CR18749559471603712,https://s0.2mdn.net/9657275/LongTermCare_401k_970x250.png
CR188737355660656640,https://s0.2mdn.net/9657275/Learn_970x250_2.png
CR189612566916366336,https://s0.2mdn.net/9657275/LongTermCare_HistoricProgram_970x250.png
